ven_lati,ven_long,ven_vlrven
'-3.734217','-38.537818','R$ 32.69'
'-3.751776','-38.528959','R$ 111.30'
'-3.746735','-38.540449','R$ 27.89'
'-3.740971','-38.553527','R$ 37.80'
'-3.742845','-38.530627','R$ 32.79'
'-3.742328','-38.567011','R$ 30.79'
'-3.724036','-38.549883','R$ 27.89'
'-3.726274','-38.534102','R$ 56.80'
'-3.7287644','-38.5538856','R$ 49.80'
'-3.758777','-38.545509','R$ 45.90'
'-3.726859','-38.555796','R$ 30.89'
'-3.726859','-38.555796','R$ 35.80'
'-3.725268','-38.563239','R$ 121.60'
'-3.742328','-38.567011','R$ 28.89'
'-3.7593379','-38.5699236','R$ 78.70'
'-3.731858','-38.55631','R$ 53.80'
'-3.746735','-38.540449','R$ 27.89'
'-3.758777','-38.545509','R$ 45.90'
'-3.738111','-38.527923','R$ 27.89'
'-3.735879','-38.558603','R$ 30.89'
'-3.7593379','-38.5699236','R$ 67.70'
'-3.736952','-38.558','R$ 30.79'
'-3.736811','-38.57976','R$ 45.80'
'-3.731858','-38.55631','R$ 53.80'
'-3.746735','-38.540449','R$ 27.89'
'-3.727807','-38.553324','R$ 48.70'
'-3.751776','-38.528959','R$ 42.70'
'-3.739581','-38.56516','R$ 84.70'
'-3.742132','-38.554805','R$ 27.89'
'-3.73574','-38.55847','R$ 38.80'
'-3.738378','-38.542684','R$ 37.90'
'-3.742328','-38.567011','R$ 71.70'
'-3.72855','-38.5621099','R$ 27.90'
'-3.733386','-38.562832','R$ 58.80'
'-3.736811','-38.57976','R$ 30.79'
'-3.73416','-38.524237','R$ 57.30'
'-3.73574','-38.55847','R$ 41.90'
'-3.741684','-38.546949','R$ 23.89'
'-3.756931','-38.563015','R$ 56.60'
'-3.736952','-38.558','R$ 30.79'
'-3.724213','-38.567248','R$ 27.89'
'-3.734217','-38.537818','R$ 40.60'
'-3.7303481','-38.5637304','R$ 76.60'
'-3.746735','-38.540449','R$ 29.79'
'-3.725806','-38.533971','R$ 32.29'
'-3.723042','-38.56206','R$ 60.70'
'-3.741754','-38.5470036','R$ 25.90'
'-3.739227','-38.562354','R$ 149.20'
'-3.744743','-38.55823','R$ 39.90'
'-3.726859','-38.555796','R$ 35.80'
'-3.731217','-38.570819','R$ 42.90'
'-3.724036','-38.549883','R$ 54.80'
'-3.758777','-38.545509','R$ 45.90'
'-3.731911','-38.576533','R$ 47.60'
'-3.751776','-38.528959','R$ 164.31'
'-3.741754','-38.5470036','R$ 25.90'
'-3.72855','-38.56211','R$ 30.89'
'-3.731858','-38.55631','R$ 75.80'
'-3.736811','-38.57976','R$ 89.70'
'-3.742328','-38.567011','R$ 26.79'
'-3.725268','-38.563239','R$ 108.70'
'-3.738111','-38.527923','R$ 53.80'
'-3.73574','-38.55847','R$ 41.90'
'-3.742845','-38.530627','R$ 32.79'
'-3.723609','-38.566979','R$ 55.80'
'-3.723336','-38.5641','R$ 64.80'
'-3.727287','-38.554074','R$ 32.79'
'-3.736952','-38.558','R$ 30.79'
'-3.742132','-38.554805','R$ 27.89'
'-3.751776','-38.528959','R$ 153.20'
'-3.723875','-38.567249','R$ 30.89'
'-3.742328','-38.567011','R$ 71.70'
'-3.724036','-38.549883','R$ 58.70'
'-3.736952','-38.558','R$ 30.79'
'-3.731911','-38.576533','R$ 31.79'
'-3.7358785','-38.558603','R$ 83.50'
'-3.735879','-38.558603','R$ 32.79'
'-3.752724','-38.551467','R$ 55.70'
'-3.724036','-38.549883','R$ 27.89'
'-3.751776','-38.528959','R$ 98.50'
'-3.742132','-38.554805','R$ 60.70'
'-3.742354','-38.536059','R$ 65.70'
'-3.73574','-38.55847','R$ 49.80'
'-3.744743','-38.55823','R$ 34.69'
'-3.738111','-38.527923','R$ 53.80'
'-3.730362','-38.563572','R$ 53.70'
'-3.737223','-38.564705','R$ 37.90'
'-3.725268','-38.563239','R$ 83.70'
'-3.739581','-38.56516','R$ 57.80'
'-3.725319','-38.553133','R$ 37.90'
'-3.727287','-38.554074','R$ 32.79'
'-3.727807','-38.553324','R$ 46.70'
'-3.741162','-38.534123','R$ 112.40'
'-3.756931','-38.563015','R$ 75.60'
'-3.724213','-38.567248','R$ 27.89'
'-3.757122','-38.562458','R$ 53.70'
'-3.730348','-38.56373','R$ 71.62'
'-3.736952','-38.558','R$ 30.79'
'-3.723875','-38.567249','R$ 35.89'
'-3.742845','-38.530627','R$ 58.20'
'-3.725319','-38.553133','R$ 37.90'
'-3.72286','-38.542239','R$ 52.20'
'-3.736811','-38.57976','R$ 30.89'
'-3.73574','-38.55847','R$ 40.60'
'-3.725825','-38.548942','R$ 46.80'
'-3.734925','-38.561976','R$ 65.80'
'-3.751776','-38.528959','R$ 42.70'
'-3.736187','-38.545863','R$ 39.80'
'-3.7358785','-38.558603','R$ 27.90'
'-3.735554','-38.563024','R$ 77.60'
'-3.724213','-38.567248','R$ 31.89'
'-3.7495669','-38.5512651','R$ 50.80'
'-3.72286','-38.542239','R$ 59.20'
'-3.725806','-38.533971','R$ 30.89'
'-3.735879','-38.558603','R$ 20.89'
'-3.733998','-38.531406','R$ 57.30'
'-3.726274','-38.534102','R$ 56.80'
'-3.734217','-38.537818','R$ 38.70'
'-3.736811','-38.57976','R$ 30.89'
'-3.736952','-38.558','R$ 30.79'
'-3.721958','-38.546122','R$ 57.70'
'-3.746735','-38.540449','R$ 32.79'
'-3.734848','-38.553266','R$ 58.70'
'-3.724036','-38.549883','R$ 57.80'
'-3.7544725','-38.5317294','R$ 116.50'
'-3.738332','-38.54248','R$ 37.90'
'-3.7593379','-38.5699236','R$ 67.70'
'-3.72842','-38.562057','R$ 27.89'
'-3.736952','-38.558','R$ 30.79'
'-3.737223','-38.564705','R$ 75.80'
'-3.723042','-38.56206','R$ 68.60'
'-3.726859','-38.555796','R$ 65.60'
'-3.735879','-38.558603','R$ 31.39'
'-3.738111','-38.527923','R$ 80.70'
'-3.736952','-38.558','R$ 30.79'
'-3.723875','-38.567249','R$ 59.80'
'-3.751776','-38.528959','R$ 42.70'
'-3.725319','-38.553133','R$ 20.89'
'-3.734925','-38.561976','R$ 41.90'
'-3.7544725','-38.5317294','R$ 92.60'
'-3.757126','-38.562451','R$ 37.81'
'-3.756559','-38.550007','R$ 86.70'
'-3.727287','-38.554074','R$ 32.79'
'-3.741125','-38.534099','R$ 68.20'
'-3.730348','-38.56373','R$ 41.90'
'-3.736811','-38.57976','R$ 30.89'
'-3.737223','-38.564705','R$ 37.90'
'-3.736952','-38.558','R$ 30.79'
'-3.739227','-38.562354','R$ 75.60'
'-3.734217','-38.537818','R$ 38.70'
'-3.735554','-38.563024','R$ 67.70'
'-3.726859','-38.555796','R$ 35.80'
'-3.725268','-38.563239','R$ 30.89'
'-3.738332','-38.54248','R$ 37.90'
'-3.742328','-38.567011','R$ 24.89'
'-3.733627','-38.538545','R$ 46.10'
'-3.736811','-38.57976','R$ 30.89'
'-3.738109','-38.555819','R$ 22.89'
'-3.7291','-38.54758','R$ 35.79'
'-3.724036','-38.549883','R$ 27.89'
'-3.725319','-38.553133','R$ 26.69'
'-3.741684','-38.546949','R$ 35.80'
'-3.756931','-38.563015','R$ 65.60'
'-3.749126','-38.531213','R$ 44.80'
'-3.741162','-38.534123','R$ 92.60'
'-3.756559','-38.550007','R$ 30.39'
'-3.724213','-38.567248','R$ 27.89'
'-3.72286','-38.542239','R$ 56.30'
'-3.742328','-38.567011','R$ 29.79'
'-3.733386','-38.562832','R$ 82.70'
'-3.721958','-38.546122','R$ 61.70'
'-3.726274','-38.534102','R$ 127.10'
'-3.749126','-38.531213','R$ 259.80'
'-3.758777','-38.545509','R$ 53.40'
'-3.748972','-38.562417','R$ 105.70'
'-3.756931','-38.563015','R$ 83.40'
'-3.742328','-38.567011','R$ 29.79'
'-3.7305603','-38.547778','R$ 75.80'
'-3.742132','-38.554805','R$ 60.70'
'-3.7358785','-38.558603','R$ 81.50'
'-3.742354','-38.536059','R$ 30.89'
'-3.746735','-38.540449','R$ 100.00'
'-3.726859','-38.555796','R$ 35.80'
'-3.758777','-38.545509','R$ 54.80'
'-3.751776','-38.528959','R$ 218.00'
'-3.72842','-38.562057','R$ 52.80'
'-3.73416','-38.524237','R$ 65.70'
'-3.723705','-38.541582','R$ 47.40'
'-3.756559','-38.550007','R$ 53.80'
'-3.746735','-38.540449','R$ 41.80'
'-3.725268','-38.563239','R$ 111.50'
'-3.739554','-38.556839','R$ 30.89'
'-3.748972','-38.562417','R$ 46.90'
'-3.725268','-38.563239','R$ 101.60'
'-3.736952','-38.558','R$ 30.79'
'-3.7593379','-38.5699236','R$ 39.80'
'-3.7349328','-38.5621358','R$ 75.70'
'-3.734217','-38.537818','R$ 38.70'
'-3.727287','-38.554074','R$ 32.79'
'-3.742328','-38.567011','R$ 29.79'
'-3.7544725','-38.5317294','R$ 99.60'
'-3.723042','-38.56206','R$ 45.80'
'-3.735879','-38.558603','R$ 47.80'
'-3.733386','-38.562832','R$ 45.80'
'-3.749126','-38.531213','R$ 40.80'
'-3.72286','-38.542239','R$ 58.30'
'-3.736952','-38.558','R$ 30.79'
'-3.725806','-38.533971','R$ 29.79'
'-3.737223','-38.564705','R$ 37.90'
'-3.733386','-38.562832','R$ 54.80'
'-3.721958','-38.546122','R$ 51.70'
'-3.724036','-38.549883','R$ 57.80'
'-3.73928','-38.562287','R$ 77.80'
'-3.726274','-38.534102','R$ 56.80'
'-3.733627','-38.538545','R$ 50.20'
'-3.7544725','-38.5317294','R$ 99.60'
'-3.758777','-38.545509','R$ 59.80'
'-3.751776','-38.528959','R$ 90.00'
'-3.731858','-38.55631','R$ 35.69'
'-3.736952','-38.558','R$ 30.79'
'-3.733386','-38.562832','R$ 80.70'
'-3.736187','-38.545863','R$ 29.89'
'-3.736811','-38.57976','R$ 30.89'
'-3.724036','-38.549883','R$ 65.70'
'-3.739554','-38.556839','R$ 76.70'
'-3.72286','-38.542239','R$ 58.30'
'-3.748972','-38.562417','R$ 99.70'
'-3.735307','-38.553164','R$ 23.89'
'-3.723875','-38.567249','R$ 35.89'
'-3.7305603','-38.547778','R$ 53.70'
'-3.73416','-38.524237','R$ 68.20'
'-3.742132','-38.554805','R$ 38.40'
'-3.727287','-38.554074','R$ 32.79'
'-3.736952','-38.558','R$ 30.79'
'-3.735879','-38.558603','R$ 27.49'
'-3.756931','-38.563015','R$ 152.40'
'-3.736187','-38.545863','R$ 31.89'
'-3.758777','-38.545509','R$ 57.80'
'-3.728131','-38.561952','R$ 40.30'
'-3.725268','-38.563239','R$ 111.50'
'-3.751776','-38.528959','R$ 42.70'
'-3.725319','-38.553133','R$ 22.79'
'-3.736952','-38.558','R$ 30.79'
'-3.744743','-38.55823','R$ 87.00'
'-3.723705','-38.541582','R$ 63.70'
'-3.727287','-38.554074','R$ 32.79'
'-3.731911','-38.576533','R$ 23.89'
'-3.738332','-38.54248','R$ 40.70'
'-3.724213','-38.567248','R$ 27.89'
'-3.731145','-38.550659','R$ 55.90'
'-3.749126','-38.531213','R$ 57.70'
'-3.725319','-38.553133','R$ 22.79'
'-3.735753','-38.558441','R$ 38.80'
'-3.752341','-38.584574','R$ 75.70'
'-3.724036','-38.549883','R$ 35.79'
'-3.746735','-38.540449','R$ 32.79'
'-3.742845','-38.530627','R$ 32.79'
'-3.735753','-38.558441','R$ 38.80'
'-3.751776','-38.528959','R$ 166.30'
'-3.746735','-38.540449','R$ 27.89'
'-3.736187','-38.545863','R$ 31.89'
'-3.721958','-38.546122','R$ 51.70'
'-3.738378','-38.542684','R$ 37.90'
'-3.7485387','-38.5579467','R$ 35.80'
'-3.736952','-38.558','R$ 30.79'
'-3.753575','-38.546542','R$ 42.70'
'-3.727807','-38.553324','R$ 40.80'
'-3.746735','-38.540449','R$ 37.80'
'-3.723336','-38.5641','R$ 110.50'
'-3.72842','-38.562057','R$ 68.70'
'-3.736952','-38.558','R$ 30.79'
'-3.733386','-38.562832','R$ 42.80'
'-3.744743','-38.55823','R$ 37.90'
'-3.741162','-38.534123','R$ 116.90'
'-3.725319','-38.553133','R$ 20.89'
'-3.742132','-38.554805','R$ 116.60'
'-3.7485387','-38.5579467','R$ 35.80'
'-3.723042','-38.56206','R$ 50.80'
'-3.735753','-38.558441','R$ 38.80'
'-3.736952','-38.558','R$ 30.79'
'-3.733386','-38.562832','R$ 56.80'
'-3.723875','-38.567249','R$ 30.89'
'-3.746735','-38.540449','R$ 37.80'
'-3.734217','-38.537818','R$ 37.90'
'-3.735879','-38.558603','R$ 24.89'
'-3.742328','-38.567011','R$ 29.79'
'-3.739227','-38.562354','R$ 99.60'
'-3.751776','-38.528959','R$ 55.80'
'-3.731217','-38.570819','R$ 42.90'
'-3.735753','-38.558441','R$ 41.80'
'-3.735879','-38.558603','R$ 30.89'
'-3.735879','-38.558603','R$ 48.30'
'-3.742845','-38.530627','R$ 42.70'
'-3.749126','-38.531213','R$ 240.80'
'-3.731858','-38.55631','R$ 53.40'
'-3.736187','-38.545863','R$ 39.80'
'-3.735753','-38.558441','R$ 46.70'
'-3.731858','-38.55631','R$ 27.89'
'-3.728131','-38.561952','R$ 50.30'
'-3.724036','-38.549883','R$ 84.70'
'-3.7544725','-38.5317294','R$ 52.80'
'-3.744743','-38.55823','R$ 30.69'
'-3.731858','-38.55631','R$ 53.80'
'-3.733386','-38.562832','R$ 82.70'
'-3.733386','-38.562832','R$ 86.70'
'-3.726274','-38.534102','R$ 56.80'
'-3.7593379','-38.5699236','R$ 66.70'
'-3.758777','-38.545509','R$ 64.40'
'-3.749126','-38.531213','R$ 92.50'
'-3.7544725','-38.5317294','R$ 125.40'
'-3.756931','-38.563015','R$ 103.30'
'-3.735879','-38.558603','R$ 59.80'
'-3.735879','-38.558603','R$ 45.70'
'-3.734217','-38.537818','R$ 37.90'
'-3.736952','-38.558','R$ 30.79'
'-3.751776','-38.528959','R$ 68.50'
'-3.758777','-38.545509','R$ 53.40'
'-3.7358785','-38.558603','R$ 82.60'
'-3.733386','-38.562832','R$ 53.80'
'-3.725268','-38.563239','R$ 99.50'
'-3.723875','-38.567249','R$ 30.89'
'-3.725825','-38.548942','R$ 49.80'
'-3.739581','-38.56516','R$ 31.89'
'-3.738111','-38.527923','R$ 53.80'
'-3.749126','-38.531213','R$ 251.80'
'-3.735753','-38.558441','R$ 62.80'
'-3.723042','-38.56206','R$ 68.60'
'-3.757126','-38.562451','R$ 27.89'
'-3.736952','-38.558','R$ 30.79'
'-3.748972','-38.562417','R$ 50.20'
'-3.730563','-38.547759','R$ 119.80'
'-3.736952','-38.558','R$ 30.79'
'-3.731858','-38.55631','R$ 53.80'
'-3.730348','-38.56373','R$ 40.90'
'-3.728131','-38.561952','R$ 26.89'
'-3.732243','-38.553508','R$ 77.80'
'-3.742328','-38.567011','R$ 28.79'
'-3.723894','-38.549495','R$ 40.90'
'-3.756931','-38.563015','R$ 73.60'
'-3.744743','-38.55823','R$ 40.70'
'-3.734925','-38.561976','R$ 73.80'
'-3.731858','-38.55631','R$ 26.89'
'-3.749126','-38.531213','R$ 72.70'
'-3.736187','-38.545863','R$ 37.80'
'-3.735879','-38.558603','R$ 52.10'
'-3.736952','-38.558','R$ 28.79'
'-3.753575','-38.546542','R$ 21.89'
'-3.734217','-38.537818','R$ 45.40'
'-3.746735','-38.540449','R$ 50.70'
'-3.725268','-38.563239','R$ 103.60'
'-3.746735','-38.540449','R$ 39.80'
'-3.736187','-38.545863','R$ 37.80'
'-3.726274','-38.534102','R$ 105.60'
'-3.736885','-38.557982','R$ 28.79'
'-3.731217','-38.570819','R$ 47.90'
'-3.758777','-38.545509','R$ 63.40'
'-3.751776','-38.528959','R$ 116.40'
'-3.742845','-38.530627','R$ 47.90'
'-3.731858','-38.55631','R$ 59.70'
'-3.735879','-38.558603','R$ 28.89'
'-3.735753','-38.558441','R$ 42.90'
'-3.731217','-38.570819','R$ 43.40'
'-3.746735','-38.540449','R$ 39.80'
'-3.7593379','-38.5699236','R$ 64.60'
'-3.746351','-38.558829','R$ 117.60'
'-3.730362','-38.563572','R$ 34.79'
'-3.756559','-38.550007','R$ 30.89'
'-3.751776','-38.528959','R$ 140.40'
'-3.758777','-38.545509','R$ 58.80'
'-3.73928','-38.562287','R$ 62.90'
'-3.743927','-38.541977','R$ 65.80'
'-3.744743','-38.55823','R$ 42.80'
'-3.726859','-38.555796','R$ 42.80'
'-3.736952','-38.558','R$ 28.79'
'-3.727287','-38.554074','R$ 34.79'
'-3.735554','-38.563024','R$ 106.50'
'-3.724213','-38.567248','R$ 30.89'
'-3.757126','-38.562451','R$ 64.70'
'-3.724036','-38.549883','R$ 55.80'
'-3.723894','-38.549495','R$ 40.90'
'-3.751776','-38.528959','R$ 42.80'
'-3.7358785','-38.558603','R$ 87.50'
'-3.723042','-38.56206','R$ 73.60'
'-3.740971','-38.553527','R$ 54.70'
'-3.723875','-38.567249','R$ 57.80'
'-3.736187','-38.545863','R$ 28.89'
'-3.727287','-38.554074','R$ 34.79'
'-3.749126','-38.531213','R$ 237.90'
'-3.74925','-38.547696','R$ 40.90'
'-3.739227','-38.562354','R$ 95.60'
'-3.757126','-38.562451','R$ 43.70'
'-3.736952','-38.558','R$ 28.79'
'-3.724213','-38.567248','R$ 26.89'
'-3.735753','-38.558441','R$ 36.80'
'-3.725268','-38.563239','R$ 96.50'
'-3.749126','-38.531213','R$ 56.70'
'-3.736952','-38.558','R$ 28.79'
'-3.724036','-38.549883','R$ 55.80'
'-3.731911','-38.576533','R$ 34.79'
'-3.748972','-38.562417','R$ 83.80'
'-3.735753','-38.558441','R$ 36.80'
'-3.74925','-38.547696','R$ 46.90'
'-3.721958','-38.546122','R$ 49.70'
'-3.734217','-38.537818','R$ 54.30'
'-3.731217','-38.570819','R$ 76.30'
'-3.725268','-38.563239','R$ 76.70'
'-3.736811','-38.57976','R$ 26.89'
'-3.730401','-38.532057','R$ 87.60'
'-3.739581','-38.56516','R$ 54.80'
'-3.727807','-38.553324','R$ 44.70'
'-3.736952','-38.558','R$ 28.79'
'-3.731858','-38.55631','R$ 51.80'
'-3.731911','-38.576533','R$ 34.79'
'-3.735753','-38.558441','R$ 33.79'
'-3.730563','-38.547759','R$ 40.90'
'-3.744743','-38.55823','R$ 43.60'
'-3.735554','-38.563024','R$ 98.60'
'-3.723875','-38.567249','R$ 57.80'
'-3.725268','-38.563239','R$ 105.50'
'-3.736952','-38.558','R$ 28.79'
'-3.734217','-38.537818','R$ 45.80'
'-3.753575','-38.546542','R$ 21.89'
'-3.7358785','-38.558603','R$ 77.60'
'-3.736811','-38.57976','R$ 29.89'
'-3.725319','-38.553133','R$ 29.89'
'-3.735879','-38.558603','R$ 44.20'
'-3.74925','-38.547696','R$ 40.90'
'-3.736952','-38.558','R$ 28.79'
'-3.742845','-38.530627','R$ 34.29'
'-3.733627','-38.538545','R$ 41.70'
'-3.73416','-38.524237','R$ 61.40'
'-3.731911','-38.576533','R$ 53.70'
'-3.723042','-38.56206','R$ 73.60'
'-3.735753','-38.558441','R$ 42.90'
'-3.738109','-38.555819','R$ 30.89'
'-3.749126','-38.531213','R$ 154.40'
'-3.725806','-38.533971','R$ 28.79'
'-3.758777','-38.545509','R$ 59.30'
'-3.7544725','-38.5317294','R$ 146.30'
'-3.725268','-38.563239','R$ 89.70'
'-3.733386','-38.562832','R$ 79.60'
'-3.733627','-38.538545','R$ 53.70'
'-3.73928','-38.562287','R$ 71.80'
'-3.736952','-38.558','R$ 28.79'
'-3.731217','-38.570819','R$ 45.40'
'-3.735879','-38.558603','R$ 98.60'
'-3.748972','-38.562417','R$ 67.80'
'-3.751776','-38.528959','R$ 226.00'
'-3.735753','-38.558441','R$ 42.90'
'-3.731145','-38.550659','R$ 55.90'
'-3.734925','-38.561976','R$ 47.90'
'-3.723609','-38.566979','R$ 63.60'
'-3.7593379','-38.5699236','R$ 83.50'
'-3.741684','-38.546949','R$ 35.80'
'-3.725268','-38.563239','R$ 98.70'
'-3.724036','-38.549883','R$ 82.60'
'-3.735307','-38.553164','R$ 83.60'
'-3.723875','-38.567249','R$ 29.89'
'-3.752724','-38.551467','R$ 53.70'
'-3.749126','-38.531213','R$ 87.60'
'-3.753575','-38.546542','R$ 28.79'
'-3.736187','-38.545863','R$ 37.80'
'-3.725268','-38.563239','R$ 102.50'
'-3.746735','-38.540449','R$ 47.70'
'-3.758777','-38.545509','R$ 46.90'
'-3.739581','-38.56516','R$ 53.80'
'-3.731911','-38.576533','R$ 34.79'
'-3.733386','-38.562832','R$ 61.70'
'-3.73416','-38.524237','R$ 61.40'
'-3.751776','-38.528959','R$ 42.80'
'-3.736952','-38.558','R$ 28.79'
'-3.756559','-38.550007','R$ 90.20'
'-3.736811','-38.57976','R$ 29.89'
'-3.735554','-38.563024','R$ 114.40'
'-3.731858','-38.55631','R$ 51.80'
'-3.734217','-38.537818','R$ 43.80'
'-3.725268','-38.563239','R$ 79.60'
'-3.723042','-38.56206','R$ 51.80'
'-3.731911','-38.576533','R$ 34.79'
'-3.751776','-38.528959','R$ 42.80'
'-3.738378','-38.542684','R$ 26.89'
'-3.725825','-38.548942','R$ 57.80'
'-3.731858','-38.55631','R$ 26.89'
'-3.739581','-38.56516','R$ 53.80'
'-3.736952','-38.558','R$ 28.79'
'-3.724213','-38.567248','R$ 26.89'
'-3.7291911','-38.56192','R$ 26.90'
'-3.730348','-38.56373','R$ 38.80'
'-3.727807','-38.553324','R$ 38.80'
'-3.738109','-38.555819','R$ 30.89'
'-3.736811','-38.57976','R$ 29.89'
'-3.726274','-38.534102','R$ 95.70'
'-3.742328','-38.567011','R$ 35.70'
'-3.734217','-38.537818','R$ 45.80'
'-3.746735','-38.540449','R$ 32.79'
'-3.7358785','-38.558603','R$ 77.60'
'-3.72842','-38.562057','R$ 51.80'
'-3.735753','-38.558441','R$ 42.90'
'-3.734925','-38.561976','R$ 47.90'
'-3.735307','-38.553164','R$ 76.60'
'-3.726859','-38.555796','R$ 48.80'
'-3.738378','-38.542684','R$ 29.89'
'-3.735307','-38.5531645','R$ 55.70'
'-3.736811','-38.57976','R$ 29.89'
'-3.738111','-38.527923','R$ 26.89'
'-3.736952','-38.558','R$ 28.79'
'-3.7291911','-38.56192','R$ 26.90'
'-3.723042','-38.56206','R$ 26.89'
'-3.736187','-38.545863','R$ 37.80'
'-3.751776','-38.528959','R$ 182.10'
'-3.742354','-38.536059','R$ 26.89'
'-3.758777','-38.545509','R$ 42.90'
'-3.731911','-38.576533','R$ 34.79'
'-3.728131','-38.561952','R$ 51.80'
'-3.731217','-38.570819','R$ 51.90'
'-3.748972','-38.562417','R$ 72.20'
'-3.735753','-38.558441','R$ 42.90'
'-3.735307','-38.553164','R$ 76.60'
'-3.725268','-38.563239','R$ 82.70'
'-3.736952','-38.558','R$ 28.79'
'-3.756559','-38.550007','R$ 33.39'
'-3.727807','-38.553324','R$ 46.70'
'-3.751776','-38.528959','R$ 97.60'
'-3.731217','-38.570819','R$ 49.90'
'-3.735879','-38.558603','R$ 70.10'
'-3.742328','-38.567011','R$ 34.69'
'-3.723042','-38.56206','R$ 59.70'
'-3.725806','-38.533971','R$ 28.79'
'-3.733627','-38.538545','R$ 44.20'
'-3.741186','-38.555902','R$ 41.80'
'-3.7495669','-38.5512651','R$ 53.20'
'-3.727287','-38.554074','R$ 34.79'
'-3.733342','-38.546771','R$ 29.89'
'-3.731858','-38.55631','R$ 39.80'
'-3.736952','-38.558','R$ 28.79'
'-3.724213','-38.567248','R$ 26.89'
'-3.727287','-38.554074','R$ 20.89'
'-3.725268','-38.563239','R$ 79.60'
'-3.7372071','-38.5646864','R$ 36.90'
'-3.735753','-38.558441','R$ 42.90'
'-3.731858','-38.55631','R$ 91.60'
'-3.746351','-38.558829','R$ 81.80'
'-3.736187','-38.545863','R$ 41.80'
'-3.7593379','-38.5699236','R$ 72.70'
'-3.726274','-38.534102','R$ 125.60'
'-3.735879','-38.558603','R$ 29.89'
'-3.73928','-38.562287','R$ 75.80'
'-3.724036','-38.549883','R$ 39.80'
'-3.731217','-38.570819','R$ 47.40'
'-3.751776','-38.528959','R$ 42.80'
'-3.725268','-38.563239','R$ 76.60'
'-3.7358785','-38.558603','R$ 76.50'
'-3.725825','-38.548942','R$ 29.89'
'-3.7485387','-38.5579467','R$ 29.30'
'-3.733411','-38.55941','R$ 60.30'
'-3.736952','-38.558','R$ 28.79'
'-3.756559','-38.550007','R$ 29.89'
'-3.734727','-38.562261','R$ 40.70'
'-3.736811','-38.57976','R$ 57.80'
'-3.736952','-38.558','R$ 28.79'
'-3.758777','-38.545509','R$ 44.90'
'-3.732243','-38.553508','R$ 85.80'
'-3.731217','-38.570819','R$ 51.90'
'-3.725806','-38.533971','R$ 28.79'
'-3.742328','-38.567011','R$ 34.69'
'-3.727287','-38.554074','R$ 34.79'
'-3.726859','-38.555796','R$ 46.30'
'-3.731217','-38.570819','R$ 45.90'
'-3.724213','-38.567248','R$ 26.89'
'-3.734217','-38.537818','R$ 43.80'
'-3.742328','-38.567011','R$ 28.79'
'-3.723042','-38.56206','R$ 65.70'
'-3.736811','-38.57976','R$ 29.89'
'-3.721288','-38.529452','R$ 34.79'
'-3.741684','-38.546949','R$ 26.89'
'-3.756931','-38.563015','R$ 62.20'
'-3.737547','-38.565726','R$ 78.50'
'-3.742845','-38.530627','R$ 61.60'
'-3.7291','-38.54758','R$ 41.80'
'-3.738378','-38.542684','R$ 29.89'
'-3.74925','-38.547696','R$ 30.89'
'-3.742328','-38.567011','R$ 28.79'
'-3.751776','-38.528959','R$ 42.80'
'-3.742845','-38.530627','R$ 31.79'
'-3.725268','-38.563239','R$ 77.70'
'-3.721958','-38.546122','R$ 91.50'
'-3.746735','-38.540449','R$ 31.79'
'-3.736811','-38.57976','R$ 29.89'
'-3.731911','-38.576533','R$ 34.79'
'-3.7593379','-38.5699236','R$ 66.60'
'-3.726274','-38.534102','R$ 95.70'
'-3.735879','-38.558603','R$ 72.60'
'-3.756559','-38.550007','R$ 29.89'
'-3.736952','-38.558','R$ 28.79'
'-3.746735','-38.540449','R$ 45.80'
'-3.7485387','-38.5579467','R$ 30.30'
'-3.736811','-38.57976','R$ 93.60'
'-3.739581','-38.56516','R$ 85.70'
'-3.725268','-38.563239','R$ 51.80'
'-3.725806','-38.533971','R$ 28.79'
'-3.731911','-38.576533','R$ 34.79'
'-3.751776','-38.528959','R$ 95.40'
'-3.733386','-38.562832','R$ 54.70'
'-3.7485387','-38.5579467','R$ 28.30'
'-3.756559','-38.550007','R$ 91.20'
'-3.748972','-38.562417','R$ 49.20'
'-3.724036','-38.549883','R$ 26.89'
'-3.727287','-38.554074','R$ 62.70'
'-3.731911','-38.576533','R$ 34.79'
'-3.727807','-38.553324','R$ 46.70'
'-3.742354','-38.536059','R$ 26.89'
'-3.727287','-38.554074','R$ 39.80'
'-3.738378','-38.542684','R$ 29.89'
'-3.736187','-38.545863','R$ 28.89'
'-3.728764','-38.553886','R$ 51.80'
'-3.73416','-38.524237','R$ 61.40'
'-3.731217','-38.570819','R$ 45.90'
'-3.733411','-38.55941','R$ 32.39'
'-3.736811','-38.57976','R$ 29.89'
'-3.735307','-38.553164','R$ 75.50'
'-3.725268','-38.563239','R$ 79.60'
'-3.736952','-38.558','R$ 28.79'
'-3.739227','-38.562354','R$ 46.70'
'-3.743927','-38.541977','R$ 61.80'
'-3.749126','-38.531213','R$ 122.50'
'-3.739283','-38.562342','R$ 147.20'
'-3.7495669','-38.5512651','R$ 41.40'
'-3.725806','-38.533971','R$ 28.79'
'-3.738111','-38.527923','R$ 51.80'
'-3.7248784','-38.5651794','R$ 26.40'
'-3.736952','-38.558','R$ 28.79'
'-3.731217','-38.570819','R$ 45.90'
'-3.7495669','-38.5512651','R$ 60.30'
